SCORE:	binder_aligned_rmsd	pae_binder	pae_interaction	pae_target	plddt_binder	plddt_target	plddt_total	target_aligned_rmsd	time	description	successful
SCORE:	0.663	4.937	25.615	3.932	79.759	93.749	87.709	7.803	191.577	5o45-200by5_165_dldesign_2_af2pred	False
SCORE:	0.47	2.427	25.626	3.533	93.972	95.123	94.626	8.27	11.801	5o45-200by5_177_dldesign_4_af2pred	False
SCORE:	3.151	6.122	25.642	3.721	73.943	94.323	85.68	10.627	11.372	5o45-200by5_148_dldesign_2_af2pred	False
SCORE:	2.96	7.804	25.667	3.905	66.568	93.847	83.167	27.135	11.069	5o45-200by5_67_dldesign_0_af2pred	False
SCORE:	1.959	4.945	25.685	3.859	84.779	94.077	90.357	13.76	10.886	5o45-200by5_112_dldesign_0_af2pred	False
SCORE:	10.562	12.009	25.726	4.047	64.202	93.364	81.148	20.279	18.864	5o45-200by5_86_dldesign_1_af2pred	False
SCORE:	1.173	10.17	25.797	3.901	66.052	94.009	83.391	7.614	10.627	5o45-200by5_95_dldesign_0_af2pred	False
SCORE:	9.377	6.824	25.812	3.705	68.931	94.549	83.75	12.554	11.749	5o45-200by5_12_dldesign_3_af2pred	False
SCORE:	0.644	2.777	25.826	3.605	91.73	94.787	93.523	10.376	12.034	5o45-200by5_47_dldesign_1_af2pred	False
SCORE:	2.092	6.065	25.836	3.591	73.365	94.81	85.498	11.026	11.652	5o45-200by5_104_dldesign_0_af2pred	False
SCORE:	0.564	3.449	25.86	3.578	88.65	95.031	92.478	14.369	11.038	5o45-200by5_152_dldesign_4_af2pred	False
SCORE:	0.638	5.709	25.865	3.853	73.437	93.917	86.388	7.886	10.711	5o45-200by5_125_dldesign_1_af2pred	False
SCORE:	0.382	3.639	25.879	3.693	87.803	94.661	92.249	11.912	10.931	5o45-200by5_100_dldesign_1_af2pred	False
SCORE:	4.075	10.189	25.902	3.574	72.223	94.653	85.198	22.968	11.932	5o45-200by5_168_dldesign_3_af2pred	False
SCORE:	1.307	6.57	25.914	3.689	81.321	94.583	89.133	18.685	11.442	5o45-200by5_48_dldesign_0_af2pred	False
SCORE:	2.266	5.53	25.92	3.559	86.171	94.989	91.16	9.612	12.118	5o45-200by5_193_dldesign_0_af2pred	False
SCORE:	5.471	12.055	25.93	3.778	53.446	93.942	79.054	14.101	10.542	5o45-200by5_139_dldesign_3_af2pred	False
SCORE:	0.867	2.65	25.933	3.71	91.978	94.563	93.494	12.978	11.287	5o45-200by5_47_dldesign_0_af2pred	False
SCORE:	2.147	6.641	25.951	3.79	76.072	94.193	86.415	21.677	12.253	5o45-200by5_137_dldesign_1_af2pred	False
SCORE:	1.157	4.321	25.963	3.865	82.082	94.213	89.946	14.463	10.068	5o45-200by5_163_dldesign_1_af2pred	False
SCORE:	22.071	14.0	25.989	4.084	56.294	93.111	78.803	41.618	11.266	5o45-200by5_185_dldesign_3_af2pred	False
SCORE:	1.766	4.393	26.004	3.879	85.934	93.999	90.663	12.129	11.76	5o45-200by5_131_dldesign_1_af2pred	False
SCORE:	0.696	2.764	26.037	3.522	92.0	95.192	93.822	10.35	12.081	5o45-200by5_198_dldesign_4_af2pred	False
SCORE:	2.812	9.511	26.051	3.808	63.156	94.378	83.294	11.266	10.365	5o45-200by5_20_dldesign_4_af2pred	False
SCORE:	0.531	2.703	26.059	3.589	91.316	95.038	93.499	15.064	11.758	5o45-200by5_22_dldesign_2_af2pred	False
SCORE:	1.041	2.816	26.085	3.594	90.742	94.803	93.05	11.244	11.68	5o45-200by5_7_dldesign_1_af2pred	False
SCORE:	0.604	3.23	26.086	4.054	86.535	93.631	90.957	7.969	10.859	5o45-200by5_0_dldesign_4_af2pred	False
SCORE:	1.481	6.759	26.096	4.105	72.849	93.564	85.574	14.112	10.729	5o45-200by5_49_dldesign_4_af2pred	False
SCORE:	0.421	3.736	26.124	3.526	86.237	95.009	91.549	11.552	11.329	5o45-200by5_58_dldesign_0_af2pred	False
SCORE:	0.638	4.037	26.129	3.734	91.052	94.564	93.039	36.312	11.798	5o45-200by5_26_dldesign_0_af2pred	False
SCORE:	12.618	6.698	26.139	3.585	77.995	94.434	87.42	14.814	11.675	5o45-200by5_30_dldesign_1_af2pred	False
SCORE:	11.143	6.632	26.14	3.906	75.66	93.943	86.284	22.296	11.419	5o45-200by5_86_dldesign_2_af2pred	False
SCORE:	1.142	6.78	26.176	4.04	75.427	93.503	85.883	11.141	11.387	5o45-200by5_65_dldesign_1_af2pred	False
SCORE:	2.113	4.479	26.183	3.824	85.175	94.244	90.493	10.501	11.207	5o45-200by5_131_dldesign_3_af2pred	False
SCORE:	0.555	2.743	26.204	3.717	92.686	94.525	93.731	15.57	11.957	5o45-200by5_177_dldesign_3_af2pred	False
SCORE:	2.616	11.427	26.218	4.034	60.488	93.523	81.48	21.855	10.426	5o45-200by5_92_dldesign_1_af2pred	False
SCORE:	8.677	11.407	26.229	3.775	63.074	93.661	81.257	15.026	11.822	5o45-200by5_171_dldesign_1_af2pred	False
SCORE:	1.326	4.318	26.247	3.813	89.283	94.181	92.054	25.176	11.705	5o45-200by5_184_dldesign_2_af2pred	False
SCORE:	2.849	7.336	26.248	3.515	64.853	95.01	82.536	7.441	11.376	5o45-200by5_199_dldesign_4_af2pred	False
SCORE:	0.938	6.867	26.263	3.592	67.585	94.755	83.812	7.286	11.525	5o45-200by5_16_dldesign_0_af2pred	False
SCORE:	0.566	4.439	26.291	3.739	80.37	94.636	89.572	21.459	10.273	5o45-200by5_20_dldesign_0_af2pred	False
SCORE:	0.61	3.862	26.296	3.543	86.293	94.899	91.205	7.591	12.222	5o45-200by5_21_dldesign_3_af2pred	False
SCORE:	0.526	3.051	26.297	3.71	92.607	94.74	93.887	11.053	10.951	5o45-200by5_152_dldesign_0_af2pred	False
SCORE:	0.789	3.738	26.302	3.769	90.836	94.475	92.895	41.177	11.862	5o45-200by5_26_dldesign_4_af2pred	False
SCORE:	15.388	11.775	26.311	3.923	59.312	93.717	79.486	26.659	11.564	5o45-200by5_140_dldesign_4_af2pred	False
SCORE:	25.357	9.049	26.316	3.556	81.455	94.818	89.22	34.527	11.854	5o45-200by5_85_dldesign_2_af2pred	False
SCORE:	2.453	6.623	26.318	3.693	80.59	94.638	88.538	26.168	11.577	5o45-200by5_193_dldesign_1_af2pred	False
SCORE:	0.922	3.396	26.33	3.721	90.755	94.609	93.181	23.438	11.244	5o45-200by5_83_dldesign_4_af2pred	False
SCORE:	0.937	4.418	26.36	3.6	91.279	95.01	93.39	27.082	12.149	5o45-200by5_26_dldesign_2_af2pred	False
SCORE:	1.106	4.13	26.367	3.571	88.197	94.995	92.373	15.892	11.256	5o45-200by5_196_dldesign_3_af2pred	False
SCORE:	0.924	4.01	26.374	3.829	89.037	94.258	92.323	18.655	10.757	5o45-200by5_83_dldesign_0_af2pred	False
SCORE:	2.377	7.55	26.377	3.871	69.973	94.19	84.571	17.953	11.282	5o45-200by5_135_dldesign_1_af2pred	False
SCORE:	1.736	4.041	26.398	3.885	89.523	94.055	92.18	17.188	11.245	5o45-200by5_131_dldesign_0_af2pred	False
SCORE:	1.054	4.139	26.399	3.665	87.98	94.538	91.723	14.921	11.686	5o45-200by5_147_dldesign_4_af2pred	False
SCORE:	0.808	4.557	26.406	3.738	79.315	94.415	88.635	18.852	10.834	5o45-200by5_115_dldesign_4_af2pred	False
SCORE:	2.086	6.115	26.432	3.803	82.077	94.271	88.976	28.924	11.67	5o45-200by5_184_dldesign_3_af2pred	False
SCORE:	1.47	5.226	26.434	3.74	76.65	94.286	86.672	9.391	11.818	5o45-200by5_7_dldesign_2_af2pred	False
SCORE:	1.072	5.182	26.449	3.785	84.616	94.397	90.431	11.545	11.282	5o45-200by5_146_dldesign_3_af2pred	False
SCORE:	0.613	3.429	26.454	3.743	87.996	94.666	92.298	16.512	10.424	5o45-200by5_126_dldesign_2_af2pred	False
SCORE:	2.799	5.402	26.46	3.799	78.919	94.244	87.824	12.69	11.376	5o45-200by5_142_dldesign_1_af2pred	False
SCORE:	0.653	2.825	26.503	3.586	94.718	94.949	94.858	11.417	10.779	5o45-200by5_175_dldesign_0_af2pred	False
SCORE:	8.257	13.075	26.503	3.753	48.968	93.685	77.667	15.731	10.452	5o45-200by5_56_dldesign_0_af2pred	False
SCORE:	0.508	3.951	26.527	3.516	83.309	95.181	90.672	13.762	10.676	5o45-200by5_37_dldesign_2_af2pred	False
SCORE:	0.657	2.44	26.529	3.613	94.496	95.115	94.891	14.941	10.916	5o45-200by5_162_dldesign_0_af2pred	False
SCORE:	0.403	2.35	26.53	3.704	92.809	94.869	94.081	18.068	11.065	5o45-200by5_38_dldesign_1_af2pred	False
SCORE:	0.541	3.739	26.557	3.505	86.993	95.209	91.767	19.14	11.647	5o45-200by5_70_dldesign_1_af2pred	False
SCORE:	4.588	9.011	26.57	3.714	62.577	94.196	82.87	10.636	10.475	5o45-200by5_178_dldesign_2_af2pred	False
SCORE:	2.077	6.18	26.578	4.089	78.483	93.486	87.28	15.737	11.265	5o45-200by5_131_dldesign_4_af2pred	False
SCORE:	1.384	3.636	26.597	3.758	91.587	94.41	93.184	30.131	12.093	5o45-200by5_184_dldesign_4_af2pred	False
SCORE:	20.14	14.494	26.6	3.659	60.649	93.714	81.455	35.034	10.785	5o45-200by5_124_dldesign_3_af2pred	False
SCORE:	3.287	8.32	26.616	3.663	63.647	94.675	82.178	10.877	11.145	5o45-200by5_16_dldesign_1_af2pred	False
SCORE:	0.716	3.508	26.617	3.64	93.041	95.128	94.361	15.957	10.802	5o45-200by5_129_dldesign_4_af2pred	False
SCORE:	4.953	12.276	26.621	4.116	63.146	93.312	82.316	15.903	10.733	5o45-200by5_92_dldesign_4_af2pred	False
SCORE:	0.597	2.442	26.624	3.522	94.245	95.201	94.791	17.572	11.577	5o45-200by5_176_dldesign_3_af2pred	False
SCORE:	0.706	4.147	26.644	3.559	85.522	95.219	91.777	22.713	10.705	5o45-200by5_20_dldesign_3_af2pred	False
SCORE:	1.491	6.247	26.652	3.837	78.854	94.017	87.433	28.228	11.631	5o45-200by5_34_dldesign_4_af2pred	False
SCORE:	1.274	3.827	26.667	3.768	81.323	94.531	89.475	17.206	10.846	5o45-200by5_38_dldesign_0_af2pred	False
SCORE:	19.618	14.733	26.682	3.739	54.526	93.628	77.771	23.497	11.501	5o45-200by5_171_dldesign_4_af2pred	False
SCORE:	2.372	9.261	26.688	3.779	62.521	94.2	80.683	11.45	11.566	5o45-200by5_55_dldesign_3_af2pred	False
SCORE:	0.49	2.601	26.69	3.539	93.755	95.178	94.567	17.712	11.877	5o45-200by5_176_dldesign_1_af2pred	False
SCORE:	28.106	11.07	26.695	4.068	67.748	93.399	84.21	34.031	10.482	5o45-200by5_54_dldesign_4_af2pred	False
SCORE:	1.691	4.042	26.702	3.44	92.202	95.344	93.988	16.294	11.942	5o45-200by5_164_dldesign_1_af2pred	False
SCORE:	38.826	13.18	26.726	3.94	69.878	93.714	83.918	55.458	10.936	5o45-200by5_150_dldesign_4_af2pred	False
SCORE:	3.065	8.303	26.737	3.843	70.98	94.022	84.37	21.991	11.536	5o45-200by5_145_dldesign_3_af2pred	False
SCORE:	20.087	14.856	26.748	3.667	65.18	93.957	82.446	33.731	11.521	5o45-200by5_109_dldesign_3_af2pred	False
SCORE:	0.434	3.229	26.753	3.838	91.309	94.273	93.071	21.74	11.465	5o45-200by5_82_dldesign_0_af2pred	False
SCORE:	1.02	4.259	26.764	3.532	79.042	95.107	89.005	14.06	11.373	5o45-200by5_37_dldesign_4_af2pred	False
SCORE:	3.426	9.698	26.774	3.801	62.415	94.023	81.205	8.793	11.234	5o45-200by5_5_dldesign_3_af2pred	False
SCORE:	0.485	2.988	26.783	3.78	90.213	94.43	92.609	22.233	11.989	5o45-200by5_177_dldesign_2_af2pred	False
SCORE:	16.757	13.711	26.802	4.116	58.953	93.385	80.726	23.805	10.28	5o45-200by5_125_dldesign_2_af2pred	False
SCORE:	0.403	1.962	26.817	3.647	94.929	95.059	95.01	23.944	10.596	5o45-200by5_180_dldesign_0_af2pred	False
SCORE:	0.798	3.663	26.818	3.904	88.012	94.201	91.725	16.419	11.145	5o45-200by5_112_dldesign_3_af2pred	False
SCORE:	20.159	12.753	26.82	3.691	65.223	94.246	82.637	36.867	11.055	5o45-200by5_109_dldesign_4_af2pred	False
SCORE:	0.78	2.989	26.822	3.614	89.86	94.795	92.664	14.156	12.185	5o45-200by5_7_dldesign_0_af2pred	False
SCORE:	0.629	3.469	26.826	3.631	87.834	94.706	92.035	13.087	10.984	5o45-200by5_24_dldesign_2_af2pred	False
SCORE:	2.547	6.05	26.831	3.718	80.981	94.586	88.679	28.557	11.517	5o45-200by5_193_dldesign_4_af2pred	False
SCORE:	0.424	3.357	26.84	3.612	88.011	94.96	92.013	17.784	11.82	5o45-200by5_148_dldesign_3_af2pred	False
SCORE:	1.574	3.503	26.845	3.7	88.265	94.722	92.328	23.771	11.22	5o45-200by5_83_dldesign_1_af2pred	False
SCORE:	1.198	3.187	26.85	3.56	89.963	95.066	92.85	19.631	12.263	5o45-200by5_80_dldesign_4_af2pred	False
SCORE:	1.731	4.777	26.857	3.42	89.762	95.446	92.992	16.534	12.062	5o45-200by5_164_dldesign_4_af2pred	False
SCORE:	3.023	7.191	26.869	3.811	70.182	94.349	85.464	23.153	10.375	5o45-200by5_144_dldesign_3_af2pred	False
SCORE:	0.857	7.28	26.87	3.783	73.426	94.577	86.671	13.177	10.893	5o45-200by5_159_dldesign_2_af2pred	False
SCORE:	0.472	2.508	26.887	3.519	93.109	95.164	94.314	11.41	11.172	5o45-200by5_199_dldesign_0_af2pred	False
SCORE:	1.912	6.607	26.889	3.675	81.987	94.715	89.188	25.877	11.959	5o45-200by5_193_dldesign_3_af2pred	False
SCORE:	0.912	4.651	26.89	3.523	82.963	95.278	90.564	8.571	10.971	5o45-200by5_17_dldesign_1_af2pred	False
SCORE:	1.236	5.786	26.89	4.138	80.133	93.221	87.913	15.661	11.305	5o45-200by5_117_dldesign_2_af2pred	False
SCORE:	0.495	2.439	26.894	3.511	95.162	95.348	95.268	16.152	12.214	5o45-200by5_50_dldesign_0_af2pred	False
SCORE:	0.862	4.721	26.908	4.082	76.622	93.521	87.153	13.464	11.09	5o45-200by5_0_dldesign_0_af2pred	False
SCORE:	1.317	4.186	26.918	3.554	89.403	94.954	92.673	41.587	11.72	5o45-200by5_150_dldesign_0_af2pred	False
SCORE:	3.373	9.051	26.929	3.656	82.524	94.447	89.515	44.514	11.654	5o45-200by5_105_dldesign_4_af2pred	False
SCORE:	4.051	7.226	26.935	3.766	71.5	94.341	85.598	23.373	10.829	5o45-200by5_115_dldesign_3_af2pred	False
SCORE:	1.393	6.25	26.936	3.687	75.896	94.822	87.522	28.598	11.13	5o45-200by5_127_dldesign_2_af2pred	False
SCORE:	15.103	15.052	26.937	3.949	59.936	93.799	80.067	23.972	11.347	5o45-200by5_5_dldesign_2_af2pred	False
SCORE:	19.841	10.456	26.94	3.826	64.654	93.834	81.459	26.309	11.34	5o45-200by5_6_dldesign_0_af2pred	False
SCORE:	0.418	2.544	26.942	3.585	92.406	95.015	93.889	21.975	11.778	5o45-200by5_177_dldesign_0_af2pred	False
SCORE:	0.593	2.581	26.946	3.563	94.2	95.195	94.789	16.376	11.862	5o45-200by5_188_dldesign_0_af2pred	False
SCORE:	10.498	12.307	26.961	3.775	63.169	93.863	81.416	23.743	11.57	5o45-200by5_171_dldesign_0_af2pred	False
SCORE:	0.715	5.304	26.982	3.943	81.766	94.041	89.416	18.294	11.375	5o45-200by5_128_dldesign_1_af2pred	False
SCORE:	6.862	9.209	26.984	4.015	64.355	93.639	81.763	12.424	11.005	5o45-200by5_146_dldesign_4_af2pred	False
SCORE:	3.616	7.785	27.004	3.711	66.449	94.551	83.962	20.771	10.892	5o45-200by5_51_dldesign_3_af2pred	False
SCORE:	0.521	2.4	27.009	3.645	94.286	94.903	94.648	20.031	11.486	5o45-200by5_47_dldesign_3_af2pred	False
SCORE:	0.48	3.684	27.013	3.553	88.798	95.223	92.802	32.459	10.716	5o45-200by5_169_dldesign_4_af2pred	False
SCORE:	4.146	7.243	27.013	4.044	69.996	93.485	84.289	20.653	11.158	5o45-200by5_67_dldesign_2_af2pred	False
SCORE:	0.801	4.686	27.016	3.776	81.562	94.543	89.691	12.774	10.99	5o45-200by5_159_dldesign_0_af2pred	False
SCORE:	0.751	4.335	27.017	3.7	82.947	94.821	90.138	18.869	11.469	5o45-200by5_58_dldesign_1_af2pred	False
SCORE:	1.52	5.134	27.035	3.555	88.014	95.024	92.015	17.781	12.054	5o45-200by5_147_dldesign_2_af2pred	False
SCORE:	32.592	13.545	27.038	3.925	59.324	93.848	80.532	53.697	10.959	5o45-200by5_196_dldesign_2_af2pred	False
SCORE:	0.467	3.34	27.042	3.55	88.648	95.164	92.522	27.623	11.209	5o45-200by5_28_dldesign_2_af2pred	False
SCORE:	0.844	4.45	27.044	3.553	84.604	95.145	91.08	27.939	191.116	5o45-200by5_127_dldesign_1_af2pred	False
SCORE:	4.204	6.833	27.047	3.979	68.836	93.839	84.05	26.572	11.112	5o45-200by5_67_dldesign_4_af2pred	False
SCORE:	0.826	2.002	27.052	3.618	95.711	94.993	95.257	12.819	10.554	5o45-200by5_19_dldesign_4_af2pred	False
SCORE:	18.167	10.09	27.053	3.85	70.098	94.047	83.589	21.964	11.736	5o45-200by5_8_dldesign_1_af2pred	False
SCORE:	0.48	3.218	27.055	3.659	86.416	95.0	91.792	19.823	10.947	5o45-200by5_180_dldesign_3_af2pred	False
SCORE:	1.074	4.763	27.056	3.765	86.628	94.514	91.316	10.049	11.291	5o45-200by5_146_dldesign_2_af2pred	False
SCORE:	1.004	6.038	27.07	3.663	81.148	94.789	88.866	40.409	11.602	5o45-200by5_26_dldesign_1_af2pred	False
SCORE:	1.091	7.274	27.08	4.123	66.854	93.305	83.338	9.94	10.606	5o45-200by5_0_dldesign_3_af2pred	False
SCORE:	1.349	9.125	27.082	3.634	65.447	94.778	83.211	11.745	11.089	5o45-200by5_60_dldesign_0_af2pred	False
SCORE:	2.554	11.619	27.088	3.956	59.298	93.962	80.9	17.498	10.859	5o45-200by5_181_dldesign_0_af2pred	False
SCORE:	1.614	5.73	27.09	3.743	73.189	94.596	86.034	20.67	11.173	5o45-200by5_62_dldesign_0_af2pred	False
SCORE:	2.566	5.612	27.094	3.869	82.494	94.042	89.359	18.716	11.537	5o45-200by5_117_dldesign_3_af2pred	False
SCORE:	2.18	7.148	27.101	3.662	71.205	94.283	85.449	22.331	11.131	5o45-200by5_115_dldesign_0_af2pred	False
SCORE:	19.103	13.524	27.103	3.709	66.498	94.561	83.181	32.714	11.249	5o45-200by5_171_dldesign_2_af2pred	False
SCORE:	0.54	2.611	27.109	3.494	93.687	95.324	94.621	15.668	11.963	5o45-200by5_9_dldesign_2_af2pred	False
SCORE:	1.869	4.476	27.118	3.95	85.143	93.685	89.976	16.536	11.874	5o45-200by5_34_dldesign_3_af2pred	False
SCORE:	1.663	5.056	27.126	3.599	85.879	94.993	91.248	30.112	11.499	5o45-200by5_48_dldesign_4_af2pred	False
SCORE:	0.43	2.37	27.128	3.534	94.02	95.326	94.803	22.746	11.053	5o45-200by5_119_dldesign_1_af2pred	False
SCORE:	0.469	2.168	27.129	3.528	94.643	95.304	95.037	23.072	11.537	5o45-200by5_63_dldesign_4_af2pred	False
SCORE:	0.633	3.979	27.13	3.461	89.252	95.481	93.134	37.553	10.824	5o45-200by5_169_dldesign_2_af2pred	False
SCORE:	20.994	7.818	27.14	3.576	74.371	94.927	86.209	24.913	11.324	5o45-200by5_72_dldesign_4_af2pred	False
SCORE:	5.472	11.045	27.142	3.734	62.357	94.56	82.139	27.333	10.665	5o45-200by5_127_dldesign_0_af2pred	False
SCORE:	2.43	9.523	27.143	4.017	69.268	93.538	83.0	30.714	11.653	5o45-200by5_34_dldesign_0_af2pred	False
SCORE:	2.779	5.187	27.144	3.628	78.224	95.069	88.621	31.814	11.093	5o45-200by5_115_dldesign_1_af2pred	False
SCORE:	2.789	11.225	27.155	3.576	70.727	94.962	85.003	25.908	21.231	5o45-200by5_48_dldesign_3_af2pred	False
SCORE:	2.962	7.252	27.155	3.573	68.642	94.977	84.443	24.459	11.208	5o45-200by5_62_dldesign_2_af2pred	False
SCORE:	0.387	2.504	27.158	3.631	93.852	94.928	94.464	24.677	12.075	5o45-200by5_177_dldesign_1_af2pred	False
SCORE:	0.715	4.343	27.163	3.655	86.944	94.903	91.764	34.785	11.237	5o45-200by5_175_dldesign_3_af2pred	False
SCORE:	2.765	3.529	27.165	3.603	85.003	94.991	90.941	16.019	11.67	5o45-200by5_2_dldesign_1_af2pred	False
SCORE:	11.153	8.261	27.169	3.779	86.777	94.458	91.386	42.704	11.631	5o45-200by5_106_dldesign_2_af2pred	False
SCORE:	19.684	9.814	27.169	3.463	70.133	95.417	86.043	28.084	10.569	5o45-200by5_107_dldesign_4_af2pred	False
SCORE:	1.081	4.194	27.171	3.646	82.598	94.781	89.583	13.184	11.719	5o45-200by5_55_dldesign_4_af2pred	False
SCORE:	17.432	11.789	27.171	3.749	65.861	93.86	83.06	27.242	10.671	5o45-200by5_182_dldesign_3_af2pred	False
SCORE:	3.092	4.914	27.176	3.984	79.097	93.843	87.666	27.52	11.357	5o45-200by5_142_dldesign_3_af2pred	False
SCORE:	0.734	3.689	27.191	3.644	87.959	94.94	91.909	29.615	11.709	5o45-200by5_76_dldesign_4_af2pred	False
SCORE:	1.967	5.123	27.195	3.534	78.985	95.165	88.559	26.798	11.312	5o45-200by5_116_dldesign_1_af2pred	False
SCORE:	1.43	7.188	27.2	3.791	71.651	94.42	86.12	23.339	10.928	5o45-200by5_92_dldesign_3_af2pred	False
SCORE:	4.249	10.919	27.2	3.911	58.772	93.711	80.866	11.588	10.616	5o45-200by5_125_dldesign_4_af2pred	False
SCORE:	0.996	3.849	27.204	3.714	89.231	94.819	92.748	30.717	11.226	5o45-200by5_83_dldesign_3_af2pred	False
SCORE:	0.514	3.338	27.215	3.579	89.543	95.28	92.938	32.602	12.498	5o45-200by5_123_dldesign_2_af2pred	False
SCORE:	18.18	4.721	27.218	3.643	87.658	94.821	92.187	22.477	10.771	5o45-200by5_53_dldesign_4_af2pred	False
SCORE:	0.71	3.017	27.233	3.587	89.195	95.183	92.982	28.21	10.6	5o45-200by5_53_dldesign_3_af2pred	False
SCORE:	0.834	4.274	27.234	3.88	87.392	93.919	91.272	23.641	11.544	5o45-200by5_117_dldesign_4_af2pred	False
SCORE:	0.669	4.632	27.239	3.631	78.042	94.771	87.896	20.835	11.635	5o45-200by5_31_dldesign_2_af2pred	False
SCORE:	0.47	2.474	27.24	3.61	92.952	95.242	94.366	22.282	10.852	5o45-200by5_38_dldesign_3_af2pred	False
SCORE:	4.284	8.454	27.241	3.808	64.211	94.351	82.38	24.913	11.106	5o45-200by5_135_dldesign_3_af2pred	False
SCORE:	1.398	7.228	27.255	3.631	73.055	94.811	86.231	12.074	11.629	5o45-200by5_60_dldesign_2_af2pred	False
SCORE:	3.511	4.477	27.261	3.728	82.124	94.509	89.321	27.94	11.708	5o45-200by5_142_dldesign_0_af2pred	False
SCORE:	0.58	3.638	27.264	3.508	90.332	95.324	93.443	30.059	10.538	5o45-200by5_169_dldesign_3_af2pred	False
SCORE:	19.433	11.558	27.267	3.623	71.024	94.852	85.873	30.98	11.285	5o45-200by5_51_dldesign_1_af2pred	False
SCORE:	1.254	6.276	27.276	3.648	74.431	94.807	86.948	14.244	11.236	5o45-200by5_66_dldesign_4_af2pred	False
SCORE:	2.319	11.725	27.276	3.944	62.781	93.815	80.814	15.051	11.317	5o45-200by5_145_dldesign_0_af2pred	False
SCORE:	21.972	11.551	27.279	3.577	76.276	94.627	86.797	30.873	11.751	5o45-200by5_143_dldesign_0_af2pred	False
SCORE:	15.785	6.08	27.284	3.594	82.56	94.969	89.643	30.405	11.564	5o45-200by5_176_dldesign_2_af2pred	False
SCORE:	22.283	7.686	27.287	3.928	76.923	94.069	87.307	27.321	11.709	5o45-200by5_98_dldesign_3_af2pred	False
SCORE:	0.41	2.398	27.291	3.636	93.45	95.049	94.405	30.956	11.093	5o45-200by5_63_dldesign_1_af2pred	False
SCORE:	33.985	12.636	27.294	3.584	77.336	95.098	87.704	44.961	11.542	5o45-200by5_91_dldesign_1_af2pred	False
SCORE:	1.091	3.198	27.295	3.586	90.263	94.992	92.974	26.371	11.577	5o45-200by5_11_dldesign_1_af2pred	False
SCORE:	15.084	12.165	27.297	3.579	55.747	94.618	78.033	22.635	11.943	5o45-200by5_79_dldesign_3_af2pred	False
SCORE:	0.83	3.814	27.301	3.59	84.227	95.086	90.623	29.965	11.589	5o45-200by5_111_dldesign_4_af2pred	False
SCORE:	4.103	11.065	27.311	3.753	64.204	94.611	82.534	34.216	10.896	5o45-200by5_135_dldesign_2_af2pred	False
SCORE:	1.472	4.069	27.315	3.559	82.376	95.017	90.104	16.799	11.061	5o45-200by5_24_dldesign_0_af2pred	False
SCORE:	3.107	3.787	27.315	3.538	85.808	95.164	91.245	30.007	11.902	5o45-200by5_70_dldesign_2_af2pred	False
SCORE:	0.78	4.979	27.317	3.617	86.093	95.106	91.821	42.306	10.625	5o45-200by5_114_dldesign_0_af2pred	False
SCORE:	1.092	4.894	27.32	3.902	83.733	93.944	89.803	21.411	11.254	5o45-200by5_117_dldesign_0_af2pred	False
SCORE:	1.926	5.085	27.323	3.5	80.763	95.31	89.371	33.973	11.289	5o45-200by5_116_dldesign_4_af2pred	False
SCORE:	6.748	10.568	27.327	3.754	57.007	94.458	79.373	14.877	11.028	5o45-200by5_16_dldesign_4_af2pred	False
SCORE:	0.435	4.478	27.329	3.523	85.881	95.314	91.76	36.916	11.289	5o45-200by5_169_dldesign_0_af2pred	False
SCORE:	1.881	5.784	27.331	3.643	72.922	94.844	86.518	16.66	10.651	5o45-200by5_37_dldesign_3_af2pred	False
SCORE:	0.535	2.378	27.334	3.697	95.07	94.907	94.974	36.773	11.087	5o45-200by5_188_dldesign_1_af2pred	False
SCORE:	4.82	5.891	27.337	3.744	74.55	94.64	87.254	26.345	10.831	5o45-200by5_144_dldesign_1_af2pred	False
SCORE:	1.057	4.662	27.352	3.466	88.804	95.373	92.673	44.832	11.243	5o45-200by5_150_dldesign_3_af2pred	False
SCORE:	10.196	15.917	27.365	3.772	51.948	94.282	77.114	19.433	11.374	5o45-200by5_5_dldesign_4_af2pred	False
SCORE:	2.378	9.507	27.376	3.945	67.236	93.816	82.275	31.753	21.919	5o45-200by5_184_dldesign_1_af2pred	False
SCORE:	3.235	8.723	27.376	3.794	61.59	94.381	82.325	27.747	10.481	5o45-200by5_144_dldesign_4_af2pred	False
SCORE:	0.682	3.119	27.377	3.85	87.694	94.31	91.817	14.068	10.5	5o45-200by5_0_dldesign_1_af2pred	False
SCORE:	0.553	2.054	27.379	3.613	94.571	95.179	94.952	23.672	188.24	5o45-200by5_180_dldesign_4_af2pred	False
SCORE:	0.646	5.409	27.395	3.666	78.807	94.929	89.205	36.474	10.313	5o45-200by5_20_dldesign_2_af2pred	False
SCORE:	0.592	2.721	27.401	3.571	94.601	95.296	95.012	23.579	11.5	5o45-200by5_188_dldesign_3_af2pred	False
SCORE:	0.624	3.291	27.405	3.438	91.481	95.397	93.736	27.581	11.427	5o45-200by5_197_dldesign_4_af2pred	False
SCORE:	22.115	11.126	27.408	3.596	75.369	94.512	86.344	30.458	11.782	5o45-200by5_143_dldesign_1_af2pred	False
SCORE:	0.539	3.223	27.421	3.509	89.7	95.314	92.962	32.173	11.986	5o45-200by5_70_dldesign_0_af2pred	False
SCORE:	1.328	5.849	27.428	3.805	80.462	94.593	89.142	49.91	11.289	5o45-200by5_196_dldesign_1_af2pred	False
